Rank,Title,Link,Abstract
466,The influence of HLAmatched sibling donor availability on treatment outcome for patients with AML: an analysis of the AML 8A study of the EORTC Leukaemia,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2141.1998.896hm3674.x,"However, the MRC trial included more patients and the design incorporated more consolidation courses. This may have influenced treatment results in terms of more toxicity and fewer"
467,Ventricular tachycardia ablation through radiation therapy (VT-ART) consortium: Concept description of an observational multicentric trial via matched pair,https://www.frontiersin.org/articles/10.3389/fcvm.2023.1020966/full,outcome of patients undergone to VT-ART to patients not  through matched pair analysis will collect patients presenting  Our trial will enroll patients with optimized medical therapy in
468,adjuvant chemotherapy with S-1 alters recurrence patterns and prognostic factors among patients with stage II/III gastric cancer: a propensity score matching analysis,https://www.sciencedirect.com/science/article/pii/S0039606015004407,of S-1 between our results and the ACTS-GC trial are thought to be as follows: (1) the  in the UICC staging system between the 6th (ACTS-GC trial) to 7th edition (our study) of UICC
469,Effects of skeletal morbidities on longitudinal patient-reported outcomes and survival in patients with metastatic prostate cancer,https://link.springer.com/article/10.1007/s00520-006-0203-x,"In this post hoc analysis of clinical trial data, we sought to quantify the longitudinal effects of  , we used the same matching variables in a subset of patients who experienced at least one"
470,Mortality and morbidity after high-dose methylprednisolone treatment in patients with acute cervical spinal cord injury: a propensity-matched analysis using a,https://emj.bmj.com/content/31/3/201.short,"With a dearth of effective alternative therapeutic options, we believe that a strong case exists for a randomised placebo-controlled trial re-examining the potential benefit of high-dose"
471,radiotherapy after curative resection and adjuvant chemotherapy for patients with pathological stage N2 nonsmall-cell lung cancer: a propensity score matching,https://www.sciencedirect.com/science/article/pii/S1525730414001120,"PS matching analysis to control for differences in the baseline characteristics between patients  Thus, it is hard to conduct a new randomized trial, and we used retrospective matching"
472,"tumour molecular profiling versus conventional therapy for advanced cancer (SHIVA): a multicentre, open-label, proof-of-concept, randomised, controlled phase 2 trial",https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(15)00188-6/fulltext,"We only included patients for whom a molecular alteration  , RAF/MEK), which could be matched to one of ten regimens  these patients (1:1) to receive a matched molecularly targeted"
473,Effects of exoskeletal lower limb robot training on the activities of daily living in stroke patients: retrospective pre-post comparison using propensity score matched,https://www.sciencedirect.com/science/article/pii/S1052305720305942,"In clinical settings, we frequently find it challenging to conduct a randomized controlled trial; thus, a large-scale observational study using propensity score analysis methods is a"
474,versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder in children and adolescents: applying matching-adjusted indirect comparison,https://link.springer.com/article/10.1007/s40263-013-0102-x,"Baseline pooled patient characteristics for the base case and three-trial sensitivity analyses are shown in Table 1. Before matching, mean age between patients in the GXR trials and"
475,Patterns of recurrence after laparoscopic versus open abdominal radical hysterectomy in patients with cervical cancer: a propensity-matched analysis,https://ijgc.bmj.com/content/30/7/987.abstract,"The LACC trial randomized patients to minimally invasive or open abdominal radical  -matching algorithm, we aimed to provide a fair comparison of two homogeneous groups of patients"
476,Comparative effectiveness of adalimumab versus secukinumab for the treatment of psoriatic arthritis: a matching-adjusted indirect comparison,https://link.springer.com/article/10.1007/s40744-017-0070-6,", patients in the ADEPT trial were assigned weights such that weighted baseline characteristics of the ADEPT trial matched  The weight, which represented a patients odds of being"
477,Classifying heart failure in the 21st century: matching taxonomy with science,https://www.jacc.org/doi/full/10.1016/j.jchf.2021.08.004,"with HF had LVEF values above the cutpoint (typically 35%-40%) for trial  patient data, it is worth noting that a more definitive patient classification system than the one used for patients"
478,study of nivolumab plus ipilimumab versus nivolumab for previously treated patients with stage IV squamous cell lung cancer and no matching biomarker (Lung-MAP,https://ascopubs.org/doi/abs/10.1200/JCO.2019.37.15_suppl.9014,Background: Lung-MAP is a master protocol for patients (pts) with stage IV  -matched sub-study. Methods: S1400I is phase III randomized trial for immunotherapy-nave patients with
479,A propensity-matched study of the association of low serum potassium levels and mortality in chronic heart failure,https://academic.oup.com/eurheartj/article-abstract/28/11/1334/2887453,"6845 HF patients in the Digitalis Investigation Group trial with  The pairs of matched patients were removed from the file. In  In all, we matched 1187 of the 1189 low-potassium patients"
480,Evaluation of the Geographical Accessibility of Genome-Matched Clinical Trials on a National Experience,https://academic.oup.com/oncolo/advance-article-abstract/doi/10.1093/oncolo/oyad229/7260714,"Patient and Trial Data We retrospectively reviewed sequencing data from a single of European Institute of Oncology to reach a molecularly matched clinical trial is 76 km, but we found"
481,Tazemetostat in relapsed/refractory follicular lymphoma: a propensity scorematched analysis of E7438-G000-101 trial outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9093865/,patient data from both the EZH2 MT and WT subgroups to create a subset of participants in each cohort matched on  scorebased matching approach. It simulates a randomized control
482,-term treatment of patients with schizophrenia with the new long-acting antipsychotic Risperidone ISM: results from matching-adjusted indirect comparisons,https://annals-general-psychiatry.biomedcentral.com/articles/10.1186/s12991-023-00464-z,"Following an assessment of between-trial heterogeneity, a matching-adjusted indirect comparison (MAIC) was performed to account for between-trial imbalances in patient"
483,Carotid endarterectomy or carotid artery stenting? Matching the patient to the intervention,https://journals.sagepub.com/doi/abs/10.1177/1531003510381136,"asymptomatic patients and discuss a treatment strategy that matches patient characteristics to  While the NASCET trial was ongoing, 3018 patients were simultaneously being enrolled in"
484,Matchedpair and propensity score comparisons of outcomes of patients with clinical stage I nonsmall cell lung cancer treated with resection or stereotactic,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.28100,"patients from 4 institutions where 639 patients underwent surgical resection from 1999 to 20087, 8 and 1 institution where 137 patients  former trial is December 2017, and the latter trial"
485,outcomes of nivolumab+ cabozantinib versus pembrolizumab+ axitinib in patients with advanced renal cell carcinoma (aRCC): Matching-adjusted indirect comparison,https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.15_suppl.4578,"(KN)-426 trial of P+A (median follow-up: 30.6 months).  patients within the CM 9ER trial population were reweighted to match the key patient characteristics published in KN-426 trial,"
486,Quality of life in patients with heart failure: do gender differences exist?,https://www.sciencedirect.com/science/article/pii/S0147956301811195,Trial was a clinical trial designed to test the hypothesis that administration of propranolol hydrochloride in patients with  This analysis included matching techniques to allow comparisons
487,versus atezolizumab+ chemotherapy+/ bevacizumab for the first-line treatment of non-squamous NSCLC: A matching-adjusted indirect comparison,https://www.sciencedirect.com/science/article/pii/S0169500221001276,of patients included in the IMpower 130 or IMpower 150 trial receiving atezolizumab.  a high degree of similarity between the patient populations compared prior to matching.
488,MATCHING ADJUSTED INDIRECT COMPARISONS: RECOMMENDATION FOR THE SELECTION OF BASELINE CHARACTERISTICS USED FOR MATCHING,https://www.valueinhealthjournal.com/article/S1098-3015(19)31440-8/abstract,"in trial populations. MAIC applies weights to the individual patient data (IPD) from one trial, matching a set of baseline characteristics to those in the other trial(s). The selection of the"
489,A valid warning or clinical lore: an evaluation of safety outcomes of remdesivir in patients with impaired renal function from a multicenter matched cohort,https://journals.asm.org/doi/abs/10.1128/AAC.02290-20,"Although the aim of our report was not to assess the efficacy of remdesivir, it is noteworthy that in a randomized controlled trial of hospitalized patients due to SARS-CoV-2, the"
490,Hypofractionated radiotherapy for poor prognosis malignant glioma: matched pair survival analysis with MRC controls,https://www.sciencedirect.com/science/article/pii/S016781400300077X,A matched control population was selected from patients entered into the MRC BR05 trial [19 compared the results of the cohort of patients treated with a palliative regimen with matched
491,An adjusted indirect comparison of everolimus and sorafenib therapy in sunitinib-refractory metastatic renal cell carcinoma patients using repeated matched samples,https://www.tandfonline.com/doi/abs/10.1517/14656566.2011.587119,Full article: An adjusted indirect comparison of everolimus and sorafenib therapy in sunitinib-refractory metastatic renal cell carcinoma patients using repeated matched samples Skip to
492,for patients with uncomplicated acute appendicitis: a propensity score-matched analysis of patient-centered outcomes (the ACTUAA prospective multicenter trial),https://pubmed.ncbi.nlm.nih.gov/33507364/,Correction to: Appendectomy versus conservative treatment with antibiotics for patients with uncomplicated acute appendicitis: a propensity score-matched analysis of patient-centered
493,Twelve-year clinical outcomes and patterns of failure with accelerated partial breast irradiation versus whole-breast irradiation: results of a matched-pair analysis,https://www.sciencedirect.com/science/article/pii/S0167814011001332,set of APBI patients matched to comparable WBI patients. With a  to this matched-pair analysis include the fact that patient  Because the trial is presently limited to only patients with higher
494,ARTICLE# 8: Patient-Treatment Matching Alcohol Alert From NIAAA,https://www.aaaceus.com/courses/NL0408/article8.html,"Project MATCH: Rationale and methods for a multisite clinical trial matching patients to alcoholism treatment. Alcoholism: Clinical and Experimental Research 17(6):1130-1145, 1993."
495,Real-world lenvatinib versus sorafenib in patients with advanced hepatocellular carcinoma: a propensity score matching analysis,https://www.frontiersin.org/articles/10.3389/fonc.2021.737767/full,"In the comparison with the REFLECT trial, our Lenvatinib group had 18.6% of HCC patients with VP4 invasion and 20% with larger tumor size than 10 cm, presenting traditionally poorer"
496,Matching of treatmentresistant heroindependent patients to medical prescription of heroin or oral methadone treatment: results from two randomized controlled trials,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1360-0443.2005.00937.x,"In the Dutch trial, 48% of the patients treated with inhalable heroin and 57% of the  patient characteristic interactions as the main indicator for significant patient-treatment-matching effect."
497,"of bortezomib, melphalan, and prednisone for patients with newly diagnosed multiple myeloma who are transplant ineligible: a matching-adjusted indirect comparison",https://www.tandfonline.com/doi/abs/10.1080/10428194.2019.1675881,studies that enroll different patient populations and employ different  patient data to re-weight the population and matches the  A total of 344 patients received VMP in the VISTA trial and
498,Referral to an extracorporeal membrane oxygenation center and mortality among patients with severe 2009 influenza A (H1N1),https://jamanetwork.com/journals/jama/article-abstract/1104507,"homogeneity of the patients with H1N1-related ARDS and the matching methods used. The  global concern, no randomized clinical trial for patients with H1N1 was funded, established,"
499,Haploidentical transplantation using T cell replete peripheral blood stem cells and myeloablative conditioning in patients with high-risk hematologic,https://www.sciencedirect.com/science/article/pii/S1083879112002662,"Our study targeted younger patients, without a readily available matched related or unrelated donor (URD), who were perceived to be at a prohibitively high risk of relapse after a"
500,laparoscopic hysterectomy with lymphadenectomy in treatment of endometrial cancer: a case-matched controlled study of the first one hundred twenty two patients,https://www.sciencedirect.com/science/article/pii/S0090825810008620,patients who underwent a robotic assisted hysterectomy with lymphadenectomy (RHBPPALND) was compared to the first 122 patients  order of each patient who had undergone their
501,,,
502,"Randomized, placebo-controlled trial of anticoagulant treatment with low-molecular-weight heparin for cerebral sinus thrombosis",https://www.ahajournals.org/doi/abs/10.1161/01.STR.30.3.484,"matching placebo for 3 weeks (double-blind part of trial), followed by 3 months of oral anticoagulants for patients  trial can be explained by important differences in patient"
503,Dosimetry and field matching for radiotherapy to the breast and supraclavicular fossa,https://www.sciencedirect.com/science/article/pii/S016781400800652X,Overall dose errors may be less than those individual errors observed in this study as the previous patient studies had shown there to be no systematic shift towards an overlap or gap [
504,Low serum magnesium and cardiovascular mortality in chronic heart failure: a propensity-matched study,https://www.sciencedirect.com/science/article/pii/S016752730800702X,"failure patients with normal sinus rhythm who participated in the Digitalis Investigation Group trial  In conclusion, in a propensity-matched population of heart failure patients who were"
505,A propensity matched study of New York Heart Association class and natural history end points in heart failure,https://www.sciencedirect.com/science/article/pii/S0002914906021618,"The DIG trial enrolled 7,788 ambulatory patients with chronic HF in normal sinus rhythm  for the convenience of propensity score matching, patients were categorized as having NYHA"
506,"to Letter Regarding Article,Impella Support for Acute Myocardial Infarction Complicated by Cardiogenic Shock: A Matched-Pair IABP-SHOCK II Trial 30-Day Mortality",https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.119.041637,"matched patients to controls from one of the largest randomized controlled trials in this field, the IABP-SHOCK II trial,  We emphasize that the available randomized controlled trial in this"
507,Avacopan for the treatment of ANCA-associated vasculitis,https://www.nejm.org/doi/full/10.1056/NEJMoa2023386,"In this randomized, controlled trial, we assigned patients with ANCA-associated vasculitis  matching placebo was given for 52 weeks, with 8 weeks of follow-up. Prednisone or a matched"
508,Matching-adjusted indirect comparisons: a simulation study of statistical performance,https://www.valueinhealthjournal.com/article/S1098-3015(13)00342-2/abstract,patients. The objective of this study was to assess the annual health care charges and utilization in AF patients  effect using individual patient data from one trial and aggregate data from
509,Effects of psychologists assessments of patients within compulsory care: A matched-control trial,https://www.diva-portal.org/smash/record.jsf?pid=diva2:26263,s assessment in compulsory care of SUD patients for planning and implementation of after- of 115 patients who were assessed by a licensed psychologist were matched with 115 who
510,node-positive prostate cancer treated with intensity modulated radiation therapy and androgen deprivation therapy: a case-matched analysis of pN1 and pN0 patients,https://www.sciencedirect.com/science/article/pii/S0360301616303224,trial. The data were obtained retrospectively. In 2006 an observational study was initiated for cN1 or pN1 PC patients (trial  that the patients in the current analysis were not matched for
511,"A matched pair analysis of intra-and postoperative catumaxomab in patients with ovarian cancer from a multicenter, single-arm phase II trial versus a consecutive",https://ascopubs.org/doi/abs/10.1200/jco.2012.30.15_suppl.5080,patients treated with catumaxomab were compared in a matched pair analysis to consecutive patients  stage and level of tumorreduction were chosen as matching criteria. Results: Of 58
512,"Image-guided, minimally invasive evacuation of intracerebral hematoma: a matched cohort study comparing the endoscopic and tubular exoscopic systems",https://www.cureus.com/articles/14821-image-guided-minimally-invasive-evacuation-of-intracerebral-hematoma-a-matched-cohort-study-comparing-the-endoscopic-and-tubular-exoscopic-systems.pdf,"phase II trial, designed to explore image-guided catheter aspiration and delivery of tPA in patients with  The follow-up study MISTIE III, a 500-patient trial with the goal to demonstrate an"
513,Matching-adjusted indirect treatment comparison to assess the comparative efficacy of ciltacabtagene autoleucel in CARTITUDE-1 versus belantamab,https://www.sciencedirect.com/science/article/pii/S2152265022001641,patient cohorts  matching-adjusted indirect comparison (MAIC) method 15 can account for such confounding bias by adjusting for cross-trial differences with the use of individual patient
514,Cross-trial prediction of treatment outcome in depression: a machine learning approach,https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(15)00471-X/fulltext,"by matching patients to interventions. At present, clinicians have no empirically validated mechanisms to assess whether a patient  to assess whether patients will achieve symptomatic"
515,"Clinical outcomes of duodenal switch with a 200-cm common channel: a matched, controlled trial",https://www.sciencedirect.com/science/article/pii/S1550728916000198,"A 200-cm common channel BPD-DS was selected in these patients for the following reasons: older age in 15 patients, long-standing diabetes in 13, cardiac insufficiency in 2,"
516,Intraarterial transplantation of HLAmatched donor mesoangioblasts in Duchenne muscular dystrophy,https://www.embopress.org/doi/abs/10.15252/emmm.201505636,"After many years of preclinical work in several animal models, we conducted a first-in-human clinical trial in five patients affected by Duchenne muscular dystrophy. The trial was based"
517,Matching by propensity score in cohort studies with three treatment groups,https://www.jstor.org/stable/23486755,This estimate would reflect the design of a three-arm ran domized trial where patients are in  We created a single cohort of these patients and their Treatment 1 matches. Because of the
518,plus chemotherapy versus chemotherapy alone for patients with locally advanced esophageal squamous cell carcinoma: A propensity score matching,https://www.frontiersin.org/articles/10.3389/fimmu.2022.970534/full,Frontiers | Comparison of neoadjuvant immunotherapy plus chemotherapy versus chemotherapy alone for patients with locally advanced esophageal squamous cell carcinoma: A
519,Matching-adjusted indirect comparisons of annualized bleeding rate and utilization of BAY 94-9027 versus three recombinant factor VIII agents for prophylaxis in,https://www.tandfonline.com/doi/abs/10.2147/JBM.S206806,Individual patient data from the PROTECT VIII trial were weighted to match the mean baseline characteristics reported in each comparator trial. The matched baseline characteristics
520,T-cell-replete haploidentical HSCT with low-dose anti-T-lymphocyte globulin compared with matched sibling HSCT and unrelated HSCT,https://ashpublications.org/blood/article-abstract/124/17/2735/33258,"However, patients have only a 25% likelihood of HLA matching with a sibling and a <1%  The results of our trial suggest 3 important aspects of HRD-HSCT. First, compared with MSD"
521,"Matching-adjusted indirect treatment comparison of bosutinib, dasatinib, nilotinib and ponatinib on survival for second line chronic phase chronic myeloid",https://www.sciencedirect.com/science/article/pii/S0006497119330964,"To adjust for cross-trial differences, patient data from the Bosutinib trial were subject to the  reported in the 1 Dasatinib trial and the 1 Nilotinib trial. The baseline characteristics"
522,The MitraClip and survival in patients with mitral regurgitation at high risk for surgery: a propensity-matched comparison,https://www.sciencedirect.com/science/article/pii/S0002870315005141,High-risk patients with 3+/4+ MR managed non-surgically between years 2000 and 2010 in the longitudinal DELD were matched to high-risk MitraClip patients. Patient matching was
523,A matched case-control study of preoperative biliary drainage in patients with pancreatic adenocarcinoma: routine drainage is not justified,https://link.springer.com/article/10.1007/s11605-009-1046-9,trial was published.10 This study demonstrated that PBD  patients undergoing PD for adenocarcinoma. We utilized a prospective complication database and a matched group of patients
524,"of cardiovascular events among patients with stable coronary artery disease: randomised, double-blind, placebo-controlled, multicentre trial (the EUROPA study)",https://www.sciencedirect.com/science/article/pii/S0140673603142869,"13 655 patients were registered with previous myocardial  all patients received perindopril, 12 218 patients were randomly assigned perindopril 8 mg once daily (n=6110), or matching"
525,"Safety, feasibility, and short-term outcomes of laparoscopic ileal-pouch-anal anastomosis: a single institutional case-matched experience",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1570559/,by small numbers of patients and rarely include case-matched or randomized trial methodology. This report describes 100 LAP-IPAA patients case matched to 200 open IPAA patients.
526,Are soccer matches dangerous for patients with heart disease? The HeartAtaque trialA prospective pilot study,https://www.sciencedirect.com/science/article/pii/S2174204918302472,"2010, and in particular matches involving the  matches and are therefore more emotionally charged. Accordingly, given the fibrotic arrhythmogenic foci of the patients included (patients"
527,Abstract CT053: High rates of personalized molecular matching are achievable in a precision oncology navigation trial: the I-PREDICT study,https://aacrjournals.org/cancerres/article-abstract/77/13_Supplement/CT053/622218,Precision medicine has evolved as an individualized approach for treating cancer patients  upon matching targeted-/immuno-therapy to genomic alterations detected in patients' tumors.
528,Risk and risk factors for disability pension among patients with treatment resistant depressiona matched cohort study,https://link.springer.com/article/10.1186/s12888-020-02642-9,"In the second phase of the multicentre European Group for Study of Depression trial, 40% of patients who initiated antidepressant treatment were affected by TRD [16]. TRD has been"
529,versus single autologous transplant followed by HLA-matched sibling non-myeloablative allogeneic stem cell transplant (auto-allo) for Patients (pts) with high,https://www.sciencedirect.com/science/article/pii/S0006497119425962,"Among the 59 (31 auto-auto, 28 auto-allo) patients who  of a cohort of HR MM patients demonstrated equivalent 3-year PFS  alloHCT approach for HR MM patients and may serve as a"
530,encouragement of older women with urinary incontinence in primary care to undergo diagnosis and treatment: a matched-pair cluster randomized controlled trial,https://www.sciencedirect.com/science/article/pii/S0378512214003818,"This study was a cluster randomized trial: GPs were matched into pairs and then  of randomizing patients. This may have influenced the decision of the patients to participate in the trial,"
531,"Adjunctive therapy with vitamin c and thiamine in patients treated with steroids for refractory septic shock: A propensity matched before-after, case-control study",https://www.sciencedirect.com/science/article/pii/S0883944120305578,"In 2014, a double-blind phase I randomized control trial including 24 patients with  trial evaluated the effects of high-dose vitamin C infusion (25 mg/kg every 6 h) in 28 surgical patients"
532,Rejection Prophylaxis in Corneal Transplant: A Randomized Study of HLA Matching (The FANCY Study),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5949374/,165 patients withdrew early from the trial and were not followed (5 were found in retrospect  by which patients randomized into the HLA matching arm who had been waiting in vain for a
533,The impact of zinc supplementation on critically ill patients with acute kidney injury: a propensity score matching analysis,https://www.frontiersin.org/articles/10.3389/fnut.2022.894572/full,"Prosperity score matching (PSM) was applied to match patients receiving zinc  patients were included in the study. After PSM, 222 pairs of patients were matched between the patients"
534,"Triggered or routine site monitoring visits for randomised controlled trials: results of TEMPER, a prospective, matched-pair study",https://journals.sagepub.com/doi/abs/10.1177/1740774518793379,"patients, or on selected data items on all patients, many trials site visits aim to check 100% of trial  are passed down to patients and healthcare systems as drug development expenses."
535,versus ravulizumab in patients with paroxysmal nocturnal hemoglobinuria previously treated with eculizumab: a matching-adjusted indirect comparison,https://www.tandfonline.com/doi/abs/10.1080/03007995.2021.1971182,label trial assessing the clinical efficacy and safety of pegcetacoplan compared with eculizumab among patients  to eculizumab in a clinical trial setting in patients previously treated with
536,in rheumatoid arthritis patients who are nave to treatment with biologic or conventional synthetic disease-modifying antirheumatic drugs: a matching-adjusted,https://rmdopen.bmj.com/content/6/1/e001131.abstract,"challenges in matching patients accurately. Of note, the AMBITION trial included 33% of patients who had been previously treated with MTX, but who had stopped MTX >6 months."
537,Risk factors for stent thrombosis after implantation of sirolimus-eluting stents in diabetic and nondiabetic patients: the EVASTENT Matched-Cohort Registry,https://www.jacc.org/doi/abs/10.1016/j.jacc.2007.04.051,"3.7% in diabetic patients in the subgroup analysis of 2,000 patients with angiographic  trial, the MACE rate was significantly higher in diabetic patients than for the nondiabetic patients ("
538,Evaluation of clinical outcomes with alvimopan in clinical practice: a national matched-cohort study in patients undergoing bowel resection,https://journals.lww.com/annalsofsurgery/Fulltext/2012/04000/Evaluation_of_Clinical_Outcomes_With_Alvimopan_in.18.aspx,"These results in patients outside the clinical trial setting  , comparison of 2 matched cohorts revealed patients treated with  and laparoscopic bowel resection than matched controls."
539,mechanical circulatory support with venoarterial extracorporeal membrane oxygenation or Impella for patients with cardiogenic shock: A propensity-matched,https://link.springer.com/article/10.1007/s00392-020-01777-9,"The lack of an appreciably and clear benefit of one device over the other, warrants, in our view, also a randomized controlled trial comparing head-to-head these two devices in patients"
540,effectiveness of delayed-release dimethyl fumarate versus glatiramer acetate in multiple sclerosis patients: results of a matching-adjusted indirect comparison,https://www.futuremedicine.com/doi/abs/10.2217/cer-2016-0085,"DMTs) matched those reported for patients in each GA trial. Of note, the EUR/CAN trial did  these two variables were not matched for the EUR/CAN trial. Prior treatment was one of the"
541,Effects of supportiveexpressive group therapy on survival of patients with metastatic breast cancer: a randomized prospective trial,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.22890,"trial (who analyzed her results earlier than we did)14 and the 17 months in our earlier trial, control groups in a randomized trial is more telling than matching to an external comparison"
542,Inward-inclined implant platform for the amplified platform-switching concept: 18-month follow-up report of a prospective randomized matched-pair controlled trial.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08822786&AN=78043764&h=1scQT4Onqj93sNNG%2B%2FCvJPGdHXGVWGkXHFnvDrjWaFeP%2Fy7hxgqaRnV80gXilDo3lF0RA3NARAoFUl8JKYwc1Q%3D%3D&crl=c,with matching implant and abutment diameters and a conventional external-hexagon configuration. All patients  with an external hexagon with a matching-diameter abutment and one
543,THU0168 A matching-adjusted indirect comparison (MAIC) of upadacitinib versus tofacitinib in csDMARD-IR patients with moderate to severe rheumatoid,https://ard.bmj.com/content/78/Suppl_2/358.1.abstract,"based on feasibility analysis and trial selection criteria. Patients in the UPA trials were re- ), and patients global assessment, to match the baseline characteristics in each comparator"
544,Surgical management of low-/intermediate-risk node negative thyroid cancer: A single-institution study using propensity matching analysis to compare thyroid,https://www.liebertpub.com/doi/abs/10.1089/thy.2021.0356,used propensity score (PS) matching to determine if T1T2N0/Nx patients selected to have TL had  methodology to address this question is to perform a randomized controlled trial (RCT).
545,Preoperative chemoradiotherapy effects on anastomotic leakage after rectal cancer resection: a propensity score matching analysis,https://journals.lww.com/annalsofsurgery/fulltext/2014/03000/preoperative_chemoradiotherapy_effects_on.16.aspx,"matching, the incidence of AL in patients with or without preoperative CRT was 7.5% and 5.9%, respectively (P = 0.293). After propensity score matching,  phase III trial, 421 patients with"
546,A singlearm trial indirect comparison investigation: a proofofconcept method to predict venous leg ulcer healing time for a new acellular synthetic matrix matched to,https://onlinelibrary.wiley.com/doi/abs/10.1111/iwj.12687,"Although all prognostic factors were statistically equivalent between groups after matching, we understand that other patient factors (eg comorbidities, medicines, nutrition, compliance"
547,Video-assisted thoracic surgery versus open thoracotomy for non-small cell lung cancer: a meta-analysis of propensity score-matched patients,https://academic.oup.com/icvts/article-abstract/16/3/244/682634,OBJECTIVES This meta-analysis aimed to compare the perioperative outcomes of video-assisted thoracic surgery (VATS) with open thoracotomy for propensity score-matched patients
548,excision after diagnosis with partial biopsy technique influence survival in melanoma? Matched-pair analysis of Multicenter Selective Lymphadenectomy Trial I and II,https://journals.lww.com/journalacs/Fulltext/2022/07000/Does_Residual_Invasive_Disease_in_Wide_Local.7.aspx,"Using retrospective matched data from 2 large clinical trial databases in melanoma, we found that the majority of patients who undergo partial biopsy techniques have involved biopsy"
549,Watch-and-wait approach versus surgical resection after chemoradiotherapy for patients with rectal cancer (the OnCoRe project): a propensity-score matched cohort,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(15)00467-2/fulltext,We then formed matched pairs between patients managed  Only patients matched with propensity scores were included  to the standard pathway in patients matched on equivalent
550,Myasthenia Gravis and Prognosis of Thymoma: A Propensity Score Matching Trial,https://www.redjournal.org/article/S0360-3016(20)32657-2/abstract,"Materials/Methods: Patients pathologically diagnosed thymoma and MG were enrolled in  , propensity score matched method was used to select patients in database of patients who"
551,ModelBased Stage-Matched Exercise Intervention on Exercise Behavior and Angina in Patients With Coronary Heart Disease: A Randomized Controlled Trial,https://journals.lww.com/jcnjournal/citation/9000/effect_of_a_transtheoretical_model_based.99700.aspx,This study was a randomized controlled trial with a repeated-measures study design. A total of 196 eligible patients were recruited and randomly allocated to a conventional group (C
552,"Ohman Regarding Article,Impella Support for Acute Myocardial Infarction Complicated by Cardiogenic Shock: Matched-Pair IABP-SHOCK II Trial 30-Day Mortality",https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.119.040831,"period as the IABP-Shock II trial. Finally, matching the patient cohorts needs to be performed by  Indeed, the blood pressure was lower among the Impella patients included in this study,"
553,Heart Failure and All-cause Hospitalizations can be Reduced During Ambulatory Monitoring Even in Patients Who cannot be Matched to Trial-type Patients,https://www.sciencedirect.com/science/article/pii/S1071916420309933,"After identifying patients who could be propensity matched to the CHMP trial patients, we studied the characteristics and outcomes of the patients who could not be matched."
554,Matched pair analysis comparing surgery followed by radiotherapy and radiotherapy alone for metastatic spinal cord compression,https://www.researchgate.net/profile/Volker-Rudat/publication/45097066_Matched_Pair_Analysis_Comparing_Surgery_Followed_By_Radiotherapy_and_Radiotherapy_Alone_for_Metastatic_Spinal_Cord_Compression/links/57428b1908aea45ee84a3f07/Matched-Pair-Analysis-Comparing-Surgery-Followed-By-Radiotherapy-and-Radiotherapy-Alone-for-Metastatic-Spinal-Cord-Compression.pdf,"matched pair analysis, each patient treated with surgery plus radiotherapy was matched with two patients  Instead of a randomized trial, we performed a matched pair (2:1) analysis in a"
555,"radiotherapy, single versus multiple courses of actinomycin D, in the treatment of Wilms' tumor. Preliminary results of a controlled clinical trial conducted by the",https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(197608)38:2%3C647::AID-CNCR2820380204%3E3.0.CO;2-C,"in this paper, the patients referred to as being in the trial are those who have been  Patients were matched by pairs according to two fixed criteria, stage and type of irradiation given (A"
556,T celldepleted stem-cell transplantation for adults with hematologic malignancies: sustained engraftment of HLA-matched related donor grafts without the use of,https://ashpublications.org/blood/article-abstract/110/13/4552/103454,"Based on the results in this trial and the excellent quality of life in the surviving patients, we propose that myeloablative TCD transplantation should be considered a potential alternative"
557,Tailored therapy: matching the method to the patient,https://karger.com/bpu/article/34/2/124/48356,"In a small randomized crossover controlled trial in AKI patients, two different RRT protocols were compared: fixed dialysate sodium (140 mEq) and fixed ultrafiltration rate versus"
558,Real-world efficacy and safety of TACE plus camrelizumab and apatinib in patients with HCC (CHANCE2211): A propensity score matching study,https://link.springer.com/article/10.1007/s00330-023-09754-2,"of camrelizumab plus apatinib were reported in phase II RESCUE trial [15]. Camrelizumab  Recently, the phase III trial using camrelizumab plus apatinib was announced to provide a"
559,Allogeneic bone marrow transplantation versus autologous stem cell transplantation in multiple myeloma: a retrospective case-matched study from the European,https://ashpublications.org/blood/article-abstract/88/12/4711/125006,"Case matching was performed with respect to patient gender  the matching criteria for each allo-BMT patient, one patient  controlled, randomized trial in patients with newly diagnosed"
